Time,Auvergne-Rhone-Alpes,Bourgogne-Franche-Comte,Bretagne,Centre-Val de Loire,Grand-Est,Hauts-de-France,Ile-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,PACA,Pays-de-la-Loire
2013-01-01 00:00:00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013-01-01 00:30:00,3079,105,86,34,1418,1,0,12,427,943,1412,0
2013-01-01 01:00:00,2828,105,163,34,1406,1,0,12,421,785,1371,0
2013-01-01 01:30:00,2710,105,197,34,1298,1,0,12,365,765,1207,1
2013-01-01 02:00:00,2516,105,202,34,1191,1,0,12,365,744,1205,1
2013-01-01 02:30:00,2440,105,202,34,1193,1,0,12,272,733,1147,1
2013-01-01 03:00:00,2161,105,197,33,1190,1,0,12,274,700,1021,1
2013-01-01 03:30:00,2090,105,198,34,1189,1,0,12,280,678,1018,1
2013-01-01 04:00:00,2114,105,202,34,1187,1,0,12,278,652,1028,0
2013-01-01 04:30:00,2129,106,195,34,1188,0,0,14,273,621,1027,0
2013-01-01 05:00:00,2093,105,163,34,1188,1,0,16,268,631,1049,1
2013-01-01 05:30:00,2098,105,103,34,1189,1,0,16,269,639,1183,1
2013-01-01 06:00:00,2088,106,48,34,1189,1,0,16,272,648,1202,1
2013-01-01 06:30:00,2098,105,20,34,1188,1,0,16,285,637,1240,1
2013-01-01 07:00:00,2089,106,20,34,1193,1,0,16,289,642,1139,1
2013-01-01 07:30:00,2147,105,20,34,1190,1,0,16,321,646,1193,1
2013-01-01 08:00:00,2124,105,20,34,1190,1,0,16,323,677,1151,1
2013-01-01 08:30:00,2247,106,20,33,1191,1,0,16,339,720,1121,1
2013-01-01 09:00:00,2219,105,20,33,1191,1,0,16,353,731,1066,1
2013-01-01 09:30:00,2391,105,20,33,1177,1,0,19,356,821,1232,1
2013-01-01 10:00:00,2478,106,20,33,1186,1,0,19,432,810,1347,1
2013-01-01 10:30:00,2479,105,20,34,1183,1,0,19,417,853,1396,1
2013-01-01 11:00:00,2559,106,20,34,1181,1,0,19,425,873,1307,1
2013-01-01 11:30:00,2630,106,20,34,1185,1,0,16,399,876,1328,1
2013-01-01 12:00:00,2658,107,20,34,1185,1,0,16,390,867,1345,1
2013-01-01 12:30:00,3023,157,78,34,1186,1,0,12,388,842,1613,1
2013-01-01 13:00:00,3236,167,141,34,1329,1,0,12,471,891,1618,1
2013-01-01 13:30:00,2515,105,191,34,1339,1,0,12,482,844,1482,1
2013-01-01 14:00:00,2361,107,201,34,1186,1,0,12,324,747,1255,1
2013-01-01 14:30:00,2346,107,203,34,1187,1,0,12,332,735,1153,1
2013-01-01 15:00:00,2347,106,200,35,1188,1,0,12,334,722,1102,0
2013-01-01 15:30:00,2307,107,204,35,1188,1,0,12,334,697,1105,0
2013-01-01 16:00:00,2226,106,203,34,1186,1,0,12,333,695,1120,1
2013-01-01 16:30:00,2236,107,207,34,1183,1,0,16,334,698,1232,1
2013-01-01 17:00:00,2391,111,195,35,1188,1,0,16,337,735,1247,1
2013-01-01 17:30:00,3006,178,166,35,1188,1,0,16,336,819,1304,1
2013-01-01 18:00:00,4232,179,103,34,1656,1,0,16,436,895,1436,1
2013-01-01 18:30:00,4331,176,48,34,1627,1,0,18,459,1009,1474,1
2013-01-01 19:00:00,4622,165,20,34,1680,1,0,18,583,1374,1678,1
2013-01-01 19:30:00,4568,162,20,34,1640,1,0,18,594,1333,1740,1
2013-01-01 20:00:00,4427,159,20,34,1630,1,0,18,590,1227,1775,1
2013-01-01 20:30:00,3497,114,20,34,1633,1,0,16,589,1196,1733,1
2013-01-01 21:00:00,3132,108,20,34,1719,1,0,16,504,1038,1585,1
2013-01-01 21:30:00,3016,108,20,34,1757,1,0,15,421,946,1361,1
2013-01-01 22:00:00,2725,108,20,34,1318,1,0,16,420,897,1372,1
2013-01-01 22:30:00,2671,109,20,34,1308,1,0,12,405,864,1345,1
2013-01-01 23:00:00,4048,109,20,33,1240,1,0,12,390,885,1474,0
2013-01-01 23:30:00,3236,109,20,34,1196,1,0,12,382,784,1315,1
2013-01-02 00:00:00,2998,108,20,34,1193,1,0,12,378,789,1365,1
2013-01-02 00:30:00,2894,108,20,34,1196,1,0,12,355,731,1405,1
2013-01-02 01:00:00,2768,108,21,34,1195,1,0,12,355,738,1400,1
2013-01-02 01:30:00,2563,108,145,34,1195,1,0,12,353,725,1380,1
2013-01-02 02:00:00,2537,108,191,34,1194,1,0,12,349,710,1160,0
2013-01-02 02:30:00,2372,107,202,34,1195,1,0,12,347,729,1019,0
2013-01-02 03:00:00,2386,108,204,33,1188,1,0,12,347,712,1023,1
2013-01-02 03:30:00,2382,108,201,34,1186,1,0,12,335,761,1039,1
2013-01-02 04:00:00,2389,107,203,34,1188,1,0,12,340,763,1036,1
2013-01-02 04:30:00,2450,107,187,34,1185,1,0,14,348,772,1054,1
2013-01-02 05:00:00,2467,107,174,34,1183,1,0,16,354,768,1107,1
2013-01-02 05:30:00,2600,107,166,34,1181,1,0,16,351,780,1112,1
2013-01-02 06:00:00,2629,107,111,34,1183,1,0,16,350,781,1116,1
2013-01-02 06:30:00,2843,107,60,33,1176,1,0,16,465,825,1166,1
2013-01-02 07:00:00,3176,107,21,35,1183,1,0,16,474,855,1279,1
2013-01-02 07:30:00,3507,107,20,34,1179,1,0,16,528,853,1313,1
2013-01-02 08:00:00,4536,109,20,35,1186,1,0,16,658,1040,1399,1
2013-01-02 08:30:00,5213,178,20,35,1184,1,0,16,855,1430,1416,1
2013-01-02 09:00:00,5191,172,20,35,1227,1,0,16,910,1785,1421,1
2013-01-02 09:30:00,4702,170,20,34,1522,1,0,19,954,1697,1591,1
2013-01-02 10:00:00,4752,166,20,34,1528,1,0,19,954,1661,1652,1
2013-01-02 10:30:00,4887,162,20,34,1180,1,0,19,949,1320,1717,2
2013-01-02 11:00:00,4837,163,20,35,1182,1,0,19,956,1221,1764,2
2013-01-02 11:30:00,4708,109,20,34,1181,1,0,19,898,1422,1836,2
2013-01-02 12:00:00,4788,108,20,34,1310,1,0,19,892,1467,1811,2
2013-01-02 12:30:00,5426,110,20,34,1292,1,0,12,887,1615,1877,2
2013-01-02 13:00:00,5449,110,20,34,1293,1,0,12,883,1501,1876,2
2013-01-02 13:30:00,4530,109,102,34,1283,1,0,12,875,1355,1664,2
2013-01-02 14:00:00,3952,111,160,34,1176,1,0,12,841,1210,1522,1
2013-01-02 14:30:00,3815,110,190,35,1173,1,0,12,724,1192,1381,1
2013-01-02 15:00:00,3519,108,194,34,1171,1,0,12,390,1031,1340,1
2013-01-02 15:30:00,3196,107,193,34,1174,1,0,13,396,1047,1335,1
2013-01-02 16:00:00,3009,107,197,35,1181,1,0,13,397,977,1339,1
2013-01-02 16:30:00,3035,107,194,35,1332,1,0,16,757,1414,1486,1
2013-01-02 17:00:00,3369,113,194,34,1332,1,0,19,798,1430,1547,1
2013-01-02 17:30:00,4285,189,186,35,1762,1,0,19,927,1766,1788,2
2013-01-02 18:00:00,6128,272,155,35,1805,1,0,19,1144,1880,2018,2
2013-01-02 18:30:00,5510,250,106,35,1650,1,0,19,1140,1789,2098,2
2013-01-02 19:00:00,6301,278,56,35,1726,1,0,19,1150,1853,2103,2
2013-01-02 19:30:00,6146,223,20,35,1708,1,0,19,1155,1774,1997,2
2013-01-02 20:00:00,5232,209,20,34,1649,1,0,19,1037,1677,1801,2
2013-01-02 20:30:00,4407,172,21,34,1306,1,0,19,912,1613,1809,2
2013-01-02 21:00:00,3966,169,21,35,1181,1,0,19,725,1352,1527,2
2013-01-02 21:30:00,3695,124,21,35,1185,1,0,16,470,948,1297,2
2013-01-02 22:00:00,3489,118,20,34,1180,1,0,16,468,890,1226,2
2013-01-02 22:30:00,3509,124,21,35,1184,1,0,16,466,1011,1224,1
2013-01-02 23:00:00,4000,166,21,34,1180,1,0,16,687,1330,1418,1
2013-01-02 23:30:00,3956,160,21,35,1316,1,0,16,825,1142,1427,1
2013-01-03 00:00:00,3926,162,21,34,1314,1,0,16,818,1061,1312,1
2013-01-03 00:30:00,3164,158,21,35,1192,1,0,12,702,755,1343,1
2013-01-03 01:00:00,2849,155,21,34,1185,1,0,12,440,755,1304,1
2013-01-03 01:30:00,2792,107,21,35,1183,1,0,12,436,764,1166,1
2013-01-03 02:00:00,2722,108,91,35,1181,1,0,12,437,738,1167,1
2013-01-03 02:30:00,2754,108,156,35,1182,1,0,12,431,753,1165,1
2013-01-03 03:00:00,2367,107,198,35,1184,1,0,12,348,749,1117,1
2013-01-03 03:30:00,2369,108,205,35,1185,1,0,15,343,750,1079,1
2013-01-03 04:00:00,2359,107,205,35,1186,1,0,16,343,744,1087,1
2013-01-03 04:30:00,2346,108,204,35,1185,1,0,16,344,737,1091,1
2013-01-03 05:00:00,2362,108,201,36,1184,1,0,16,340,742,1108,1
2013-01-03 05:30:00,2435,106,195,35,1181,1,0,16,343,730,1103,1
2013-01-03 06:00:00,2470,108,160,35,1174,1,0,16,344,754,1061,1
2013-01-03 06:30:00,3062,107,107,36,1180,1,0,16,349,795,1168,2
2013-01-03 07:00:00,3437,107,58,36,1176,1,0,16,436,808,1189,2
