,Auvergne-Rhone-Alpes,Bourgogne-Franche-Comte,Bretagne,Centre-Val de Loire,Grand-Est,Hauts-de-France,Ile-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,PACA,Pays-de-la-Loire
2013-01-01 00:00:00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013-01-01 00:30:00,-7551,1894,2779,-7267,-7102,-525,8289,-5233,-518,1273,3548,3252
2013-01-01 01:00:00,-7029,1827,2512,-7365,-7097,-630,7977,-5366,-537,1830,3938,3063
2013-01-01 01:30:00,-7282,1865,2334,-7511,-7079,-490,7652,-5481,-489,2554,4083,3034
2013-01-01 02:00:00,-7144,1949,2454,-7742,-6983,-650,7373,-5394,-541,2841,3976,3103
2013-01-01 02:30:00,-6920,1983,2419,-7740,-7007,-694,7308,-5355,-345,2749,4163,2862
2013-01-01 03:00:00,-6205,1847,2220,-7576,-7129,-734,7005,-4645,-658,2692,3974,2667
2013-01-01 03:30:00,-5829,1861,2083,-6258,-7285,-911,6823,-4770,-831,2566,3867,2518
2013-01-01 04:00:00,-4807,1715,1958,-6134,-7059,-926,6600,-4897,-1076,2454,3526,2396
2013-01-01 04:30:00,-4781,1685,1871,-6039,-6973,-1059,6530,-4945,-418,2388,3569,2331
2013-01-01 05:00:00,-4900,1641,1867,-6090,-6936,-1093,6469,-4981,298,2208,3448,2337
2013-01-01 05:30:00,-4757,1615,1962,-6228,-7063,-1099,6528,-5017,680,2169,3308,2293
2013-01-01 06:00:00,-4863,1604,1995,-6215,-7101,-1096,6504,-4673,581,2190,3138,2363
2013-01-01 06:30:00,-4947,1601,2073,-6075,-7045,-1071,6485,-4578,591,2232,3143,2417
2013-01-01 07:00:00,-5012,1605,2074,-6042,-7098,-1050,6476,-4650,575,2227,3245,2389
2013-01-01 07:30:00,-5000,1599,2136,-5874,-7033,-1102,6562,-4558,587,2304,3131,2446
2013-01-01 08:00:00,-4985,1658,2128,-6071,-7036,-1107,6567,-4464,597,2238,3164,2395
2013-01-01 08:30:00,-5198,1576,2168,-6679,-7012,-1088,6636,-4376,541,2207,3129,2333
2013-01-01 09:00:00,-4917,1584,2140,-6937,-6954,-1083,6579,-4366,418,2148,3334,2311
2013-01-01 09:30:00,-5112,1652,2148,-6984,-7516,-1108,6676,-4776,93,2104,3255,2313
2013-01-01 10:00:00,-5008,1716,2181,-7589,-7378,-1037,6831,-4816,-381,2200,3470,2373
2013-01-01 10:30:00,-5380,1763,2230,-7633,-7304,-908,7027,-5536,-392,2294,3276,2387
2013-01-01 11:00:00,-5878,1810,2275,-7798,-7221,-781,7201,-5656,-483,2239,3478,2426
2013-01-01 11:30:00,-6695,1858,2240,-7782,-6938,-694,7434,-5640,-484,2273,3570,2444
2013-01-01 12:00:00,-6419,1935,2264,-7714,-6766,-611,7625,-5690,-612,1558,3684,2442
2013-01-01 12:30:00,-6451,2010,2247,-7527,-6544,-594,7850,-5485,-576,1474,3650,2543
2013-01-01 13:00:00,-6629,2048,2307,-7725,-6617,-360,7809,-5668,-567,1603,3658,2694
2013-01-01 13:30:00,-6050,2021,2105,-7858,-6510,-402,7735,-6089,-946,1497,3799,2529
2013-01-01 14:00:00,-5820,1970,1993,-7997,-6462,-524,7627,-5537,-982,1337,3761,2312
2013-01-01 14:30:00,-5971,1933,2033,-8170,-6597,-553,7754,-5657,-1327,956,4032,2260
2013-01-01 15:00:00,-5473,1867,1966,-7927,-6549,-621,7592,-5865,-1873,1288,3958,2128
2013-01-01 15:30:00,-5743,1828,1881,-8132,-6421,-587,7506,-6000,-1923,1348,3942,2173
2013-01-01 16:00:00,-5016,1824,1881,-8442,-6458,-572,7529,-6014,-1990,1223,3893,2286
2013-01-01 16:30:00,-5510,1855,1938,-8494,-6354,-532,7646,-5986,-1987,1272,3707,2349
2013-01-01 17:00:00,-6036,1925,2006,-8576,-6300,-393,7823,-5982,-1950,1345,3793,2439
2013-01-01 17:30:00,-7771,1950,2179,-8512,-6068,-70,8388,-5956,-1696,1298,3870,2536
2013-01-01 18:00:00,-8742,2091,2478,-8393,-6499,106,8719,-5750,-1353,977,4236,2883
2013-01-01 18:30:00,-8669,2102,2635,-8394,-6310,220,8944,-6499,-1207,1003,3957,3027
2013-01-01 19:00:00,-8855,2212,2743,-8433,-6339,292,9117,-6405,-1190,779,3828,3116
2013-01-01 19:30:00,-8708,2259,2776,-8433,-6303,302,9273,-6284,-1116,836,3849,3139
2013-01-01 20:00:00,-8706,2241,2752,-8464,-6369,252,9328,-6310,-1045,882,3817,3169
2013-01-01 20:30:00,-7902,2225,2720,-8383,-6477,218,9184,-6326,-1090,742,3761,3075
2013-01-01 21:00:00,-7837,2263,2670,-8344,-6470,170,9014,-6335,-1084,804,3720,3011
2013-01-01 21:30:00,-8073,2332,2547,-8404,-6608,34,8685,-6275,-1190,1003,3783,3015
2013-01-01 22:00:00,-7999,2247,2558,-8385,-6116,34,8468,-6276,-1282,1083,3679,2950
2013-01-01 22:30:00,-7655,2187,2622,-8235,-5993,3,8689,-6021,-1059,1136,3779,3022
2013-01-01 23:00:00,-9063,2176,2949,-8512,-6182,73,9258,-6238,-750,1510,3933,3578
2013-01-01 23:30:00,-7821,2000,2762,-8346,-5876,50,8956,-6068,-882,1425,4446,3277
2013-01-02 00:00:00,-8045,1930,3007,-8254,-5949,307,8689,-6234,-935,1610,4007,3445
2013-01-02 00:30:00,-7803,1845,2883,-8143,-5811,273,8484,-6256,-891,1508,3787,3336
2013-01-02 01:00:00,-7372,1786,2665,-8167,-5413,27,7985,-6460,-1136,1972,3536,3103
2013-01-02 01:30:00,-6746,1817,2406,-8216,-5272,68,7586,-6600,-876,2137,3651,3169
2013-01-02 02:00:00,-6596,1909,2556,-8160,-5461,-78,7260,-6658,-1021,2243,3772,3230
2013-01-02 02:30:00,-6215,1950,2525,-8412,-5741,-177,7286,-6386,-965,2108,4051,3080
2013-01-02 03:00:00,-6062,1861,2334,-8181,-5786,-273,7044,-5987,-1144,2107,3662,2901
